Country Code,Year,landcover_DW_snow_and_ice,landcover_DW_shrub_and_scrub,landcover_DW_built,landcover_DW_crops,landcover_DW_flooded_vegetation,landcover_DW_water,landcover_DW_trees,landcover_DW_null,landcover_DW_bare,landcover_DW_grass,temperature,precipitation_gpcc,gdelt_protest,gdelt_coercion,precipitation_gpcp,precipitation_cru,viirs_custom_mean,viirs_custom_sum,viirs_custom_median,viirs_custom_count,dmsp_stable_lights,dmsp_cloud_free_coverage,wind_potential,solar_potential,viirs,elevation,ntl_dmsp_ext,population_density,road_length_primary_roads,road_length_secondary_roads,road_length_tertiary_roads,road_length_local_roads,road_length_highways,population_count,fao_value,ntl_dvnl,ruggedness,fao_yield,forest_loss_count,forest_loss_sum,forest_loss_mean,time_to_cities_mins,time_to_large_cities_mins,time_to_medium_cities_mins,time_to_ports_mins,time_to_airports_mins,landcover_MODIS_savanna,landcover_MODIS_grassland,landcover_MODIS_water,landcover_MODIS_urban_builtup,landcover_MODIS_barren,landcover_MODIS_shrub,landcover_MODIS_wetland,landcover_MODIS_forest,landcover_MODIS_cropland,urban_time_to_airports_mins,urban_time_to_large_cities_mins,urban_time_to_medium_cities_mins,urban_time_to_ports_mins
ABW,1951,,,,,,,,,,,28.47499990463257,34.41717803,,,,32.750000635782875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1952,,,,,,,,,,,28.70833396911621,24.417339771986008,,,,31.25000023841858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1953,,,,,,,,,,,28.600000540415447,23.997846346270915,,,,25.533333957195282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1954,,,,,,,,,,,28.21666685740153,36.92265474796295,,,,31.691667318344116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1955,,,,,,,,,,,27.92500051,65.59162219365437,,,,44.63333431879679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1956,,,,,,,,,,,28.025000254313152,50.779392113288246,,,,49.95833492279053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1957,,,,,,,,,,,28.375000317891438,20.735575950394075,,,,25.316667397816975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1958,,,,,,,,,,,29.25833336512248,16.824465923011303,,,,18.266666889190674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1959,,,,,,,,,,,28.591667493184406,19.300597172230482,,,,22.866667012373608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1960,,,,,,,,,,,28.633334000905354,20.449735591808956,,,,31.37500063578288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1961,,,,,,,,,,,28.450000127156574,46.467952666183315,,,,33.62500047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1962,,,,,,,,,,,28.533334096272785,23.876458515723545,,,,28.516666730244953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1963,,,,,,,,,,,28.58333444595337,28.763325701157253,,,,39.75000149011612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1964,,,,,,,,,,,28.366666952768963,21.56598440806071,,,,27.35000079870224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1965,,,,,,,,,,,28.350000222524006,32.004257003466286,,,,31.158334225416183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1966,,,,,,,,,,,28.549999872843426,51.10286545753479,,,,55.63333487510681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1967,,,,,,,,,,,28.15833330154419,39.625526405870914,,,,29.166667381922405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1968,,,,,,,,,,,28.358333746592205,19.111518582950037,,,,26.375000953674316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1969,,,,,,,,,,,28.950000762939453,43.20385338862737,,,,51.42500091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1970,,,,,,,,,,,28.51666784286499,66.35980805,,,,51.01666752497355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1971,,,,,,,,,,,28.008334000905354,27.89194397131602,,,,24.891666293144226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1972,,,,,,,,,,,28.491666952768963,26.64704141020775,,,,37.991666396458946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1973,,,,,,,,,,,28.600000381469727,39.214392334222794,,,,37.19999998807907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1974,,,,,,,,,,,27.93333387374878,33.88225687543551,,,,32.049999952316284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1975,,,,,,,,,,,27.933332920074463,45.484456638495125,,,,42.79166769981384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1976,,,,,,,,,,,27.858333428700764,28.351747651894886,,,,21.78333346048991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1977,,,,,,,,,,,28.625,16.16505354642868,,,,18.14166673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1978,,,,,,,,,,,28.608333587646484,29.323947588602703,,,,25.050000588099163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1979,,,,,,,,,,,28.725000381469727,28.486213746170204,,,,46.98333405454954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1980,,,,,,,,,,,28.850000540415447,24.54980336440106,,,,25.96666692694028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1981,,,,,,,,,,,28.608333905537922,50.00379888216654,0,3,,54.02500172456106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1982,,,,,,,,,,,28.483334223429363,24.60627330839634,,,,27.900000631809235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1983,,,,,,,,,,,29.15000041325887,19.97901976108551,0,2,,22.74166703224182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1984,,,,,,,,,,,28.508334000905354,37.59685879945755,,,,34.416667421658836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1985,,,,,,,,,,,28.100000381469727,44.36458326379458,1,0,,53.44166707992554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1986,,,,,,,,,,,28.225000699361164,17.138164579868317,0,1,,29.51666760444641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1987,,,,,,,,,,,29.11666727,28.91756272315979,0,1,,32.62500046690305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1988,,,,,,,,,,,28.400001049041748,53.379889319340386,0,2,,49.26666772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1989,,,,,,,,,,,28.42500051,25.83783773581187,,,,30.17500078678131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1990,,,,,,,,,,,28.58333412806193,44.831292589505516,,,,38.60000133514404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1991,,,,,,,,,,,28.708333651224773,25.036791215340298,,,,25.866666833559673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1992,,,,,,,,,,,28.941667397816975,24.594552954037983,,,,31.966666494806606,,,,,35.859317779541016,2803.65332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1993,,,,,,,,,,,28.924999554951984,23.15189239382744,0,3,,24.21666729450226,,,,,36.955421447753906,13463.2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1994,,,,,,,,,,,28.891667366027832,21.08429781595866,0,1,,30.633334279060364,,,,,34.86967086791992,3919.230957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1995,,,,,,,,,,,29.02500057220459,32.10144558921456,5,0,,31.99166715145111,,,,,36.15967559814453,17156.35352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,1996,,,,,,,,,,,28.950000445048016,34.53481694062551,,,,41.816667358080544,,,,,35.73900604248047,15690.45605,,,,43.67091751098633,,,,,,,,,,,47180.65234,,,,,,,,,,,,,,,,,,,,,,
ABW,1997,,,,,,,,,,,29.208333651224773,24.345655461152393,0,1.3333333333333333,,21.19166734814644,,,,,39.09851837158203,8527.323242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
